# Data source: VanderSat
# Creation date: 2024-10-22
# Copyright: 2024, VanderSat B.V.
# Documentation: https://docs.vandersat.com/
# Contact information: https://vandersat.com/contact/
# Unit 
date,VOD-AMSR2-C1-DESC_V5.0_1000
2013-02-20,0.0873
2013-02-21,0.0947
2013-02-22,0.1089
2013-02-23,0.0845
2013-02-24,0.1114
2013-02-25,0.0868
2013-02-26,0.0752
2013-02-27,0.0910
2013-02-28,0.0890
2013-03-01,0.0906
2013-03-02,0.0882
2013-03-03,0.1466
2013-03-04,0.1749
2013-03-05,0.0989
2013-03-06,0.0872
2013-03-07,0.0790
2013-03-08,0.0929
2013-03-09,0.0899
2013-03-10,0.0829
2013-03-11,0.0768
2013-03-12,0.0547
2013-03-13,0.0865
2013-03-14,0.1662
2013-03-15,0.1417
2013-03-16,0.1009
2013-03-17,0.1379
2013-03-18,0.0955
2013-03-19,0.0831
2013-03-20,0.0759
2013-03-21,0.0889
2013-03-22,0.0982
2013-03-23,0.0788
2013-03-24,0.0779
2013-03-25,0.0759
2013-03-26,0.0799
2013-03-27,0.1005
2013-03-28,0.1156
2013-03-29,0.1772
2013-03-30,0.2174
2013-03-31,0.1681
2013-04-01,0.1083
2013-04-02,0.1479
2013-04-03,0.1505
2013-04-04,0.1871
2013-04-05,0.1606
2013-04-06,0.2136
2013-04-07,0.1995
2013-04-08,0.1828
2013-04-09,0.1605
2013-04-10,0.1138
2013-04-11,0.1788
2013-04-12,0.1733
2013-04-13,0.1842
2013-04-14,0.1804
2013-04-15,0.1768
2013-04-16,0.1587
2013-04-17,0.2062
2013-04-18,0.1870
2013-04-19,0.2048
2013-04-20,0.1798
2013-04-21,0.1391
2013-04-22,0.2049
2013-04-23,0.1476
2013-04-24,0.2374
2013-04-25,0.1995
2013-04-26,0.2481
2013-04-27,0.2001
2013-04-28,0.1445
2013-04-29,0.2533
2013-04-30,0.2079
2013-05-01,0.2266
2013-05-02,0.2595
2013-05-03,0.2545
2013-05-04,0.2518
2013-05-05,0.2607
2013-05-06,0.2512
2013-05-07,0.2315
2013-05-08,0.2258
2013-05-09,0.2012
2013-05-10,0.2259
2013-05-11,
2013-05-12,
2013-05-13,
2013-05-14,
2013-05-15,0.1857
2013-05-16,0.1791
2013-05-17,0.1576
2013-05-18,0.1983
2013-05-19,0.2138
2013-05-20,0.2551
2013-05-21,0.2628
2013-05-22,0.2111
2013-05-23,0.1675
2013-05-24,0.1451
2013-05-25,0.1741
2013-05-26,0.1834
2013-05-27,0.1594
2013-05-28,0.1933
2013-05-29,0.1728
2013-05-30,0.1636
2013-05-31,0.1836
2013-06-01,0.2021
2013-06-02,0.1889
2013-06-03,0.1400
2013-06-04,0.2199
2013-06-05,0.1652
2013-06-06,0.1811
2013-06-07,0.1473
2013-06-08,0.1388
2013-06-09,0.1787
2013-06-10,0.1533
2013-06-11,0.1445
2013-06-12,0.1305
2013-06-13,0.1593
2013-06-14,0.1267
2013-06-15,0.1528
2013-06-16,0.1612
2013-06-17,0.1689
2013-06-18,0.1572
2013-06-19,0.1620
2013-06-20,0.1326
2013-06-21,0.1720
2013-06-22,0.2002
2013-06-23,0.1953
2013-06-24,0.1748
2013-06-25,0.1618
2013-06-26,0.1967
2013-06-27,0.1496
2013-06-28,0.1633
2013-06-29,0.1701
2013-06-30,0.1656
2013-07-01,0.1744
2013-07-02,0.1766
2013-07-03,0.1841
2013-07-04,0.1634
2013-07-05,0.1893
2013-07-06,0.2471
2013-07-07,0.1987
2013-07-08,0.2069
2013-07-09,0.2219
2013-07-10,0.2425
2013-07-11,0.2346
2013-07-12,0.1518
2013-07-13,0.2321
2013-07-14,0.2289
2013-07-15,0.2476
2013-07-16,0.2254
2013-07-17,0.2433
2013-07-18,0.2455
2013-07-19,0.2393
2013-07-20,0.2597
2013-07-21,0.2490
2013-07-22,0.2754
2013-07-23,0.2475
2013-07-24,0.2902
2013-07-25,0.2306
2013-07-26,0.2775
2013-07-27,0.2949
2013-07-28,0.2889
2013-07-29,0.2258
2013-07-30,0.2922
2013-07-31,0.2968
2013-08-01,0.2739
2013-08-02,0.2753
2013-08-03,0.2439
2013-08-04,0.2704
2013-08-05,0.3020
2013-08-06,0.2750
2013-08-07,0.3459
2013-08-08,0.2644
2013-08-09,0.2968
2013-08-10,0.2836
2013-08-11,0.3273
2013-08-12,0.3071
2013-08-13,0.2794
2013-08-14,0.2552
2013-08-15,0.2716
2013-08-16,0.2741
2013-08-17,0.2488
2013-08-18,0.2580
2013-08-19,0.2846
2013-08-20,0.2651
2013-08-21,0.2448
2013-08-22,0.2188
2013-08-23,0.2286
2013-08-24,0.2122
2013-08-25,0.2627
2013-08-26,0.2221
2013-08-27,0.2606
2013-08-28,0.2386
2013-08-29,0.2353
2013-08-30,0.2774
2013-08-31,0.2239
2013-09-01,0.2584
2013-09-02,0.2570
2013-09-03,0.2259
2013-09-04,0.2155
2013-09-05,0.2010
2013-09-06,0.2286
2013-09-07,0.2108
2013-09-08,0.2326
2013-09-09,0.2603
2013-09-10,0.3315
2013-09-11,0.2566
2013-09-12,0.2793
2013-09-13,0.2797
2013-09-14,0.2126
2013-09-15,0.2689
2013-09-16,0.2870
2013-09-17,0.2480
2013-09-18,0.2423
2013-09-19,0.2726
2013-09-20,0.2642
2013-09-21,0.2929
2013-09-22,0.2460
2013-09-23,0.1876
2013-09-24,0.2960
2013-09-25,0.1827
2013-09-26,0.2211
2013-09-27,0.1944
2013-09-28,0.2879
2013-09-29,0.2675
2013-09-30,0.2055
2013-10-01,0.2150
2013-10-02,0.2282
2013-10-03,0.2367
2013-10-04,0.2197
2013-10-05,0.3121
2013-10-06,0.2962
2013-10-07,0.2734
2013-10-08,0.2260
2013-10-09,0.2519
2013-10-10,0.2623
2013-10-11,0.2314
2013-10-12,0.2871
2013-10-13,0.2415
2013-10-14,0.2811
2013-10-15,0.3733
2013-10-16,0.2847
2013-10-17,0.3248
2013-10-18,0.2830
2013-10-19,0.2856
2013-10-20,0.3026
2013-10-21,0.2676
2013-10-22,0.3209
2013-10-23,0.3121
2013-10-24,0.2977
2013-10-25,0.3126
2013-10-26,0.2559
2013-10-27,0.2815
2013-10-28,0.2447
2013-10-29,0.2939
2013-10-30,0.2986
2013-10-31,0.3206
2013-11-01,0.2978
2013-11-02,0.3070
2013-11-03,0.2589
2013-11-04,0.2812
2013-11-05,0.2740
2013-11-06,0.2783
2013-11-07,0.2840
2013-11-08,0.2931
2013-11-09,0.2703
2013-11-10,0.2762
2013-11-11,0.2638
2013-11-12,0.2711
2013-11-13,0.3138
2013-11-14,0.2718
2013-11-15,0.2732
2013-11-16,0.2956
2013-11-17,0.3283
2013-11-18,0.2946
2013-11-19,0.3123
2013-11-20,0.2975
2013-11-21,0.2872
2013-11-22,0.2861
2013-11-23,0.2800
2013-11-24,0.3115
2013-11-25,0.2668
2013-11-26,0.2565
2013-11-27,0.2659
2013-11-28,0.2700
2013-11-29,0.2695
2013-11-30,0.2757
2013-12-01,0.2501
2013-12-02,0.2710
2013-12-03,0.2154
2013-12-04,0.1974
2013-12-05,0.1839
2013-12-06,0.1649
2013-12-07,0.1755
2013-12-08,0.1728
2013-12-09,0.1884
2013-12-10,0.1730
2013-12-11,0.1758
2013-12-12,0.1920
2013-12-13,0.1801
2013-12-14,0.1941
2013-12-15,0.2043
2013-12-16,0.1797
2013-12-17,0.1603
2013-12-18,0.1798
2013-12-19,0.1476
2013-12-20,0.1358
2013-12-21,0.1465
2013-12-22,0.1447
2013-12-23,0.1563
2013-12-24,0.1409
2013-12-25,0.1556
2013-12-26,0.1337
2013-12-27,0.1582
2013-12-28,0.1279
2013-12-29,0.1098
2013-12-30,0.1329
2013-12-31,0.0878
2014-01-01,0.1017
2014-01-02,0.0791
2014-01-03,0.1303
2014-01-04,0.1314
2014-01-05,0.0757
2014-01-06,0.1107
2014-01-07,0.0706
2014-01-08,0.0916
2014-01-09,0.0789
2014-01-10,0.1050
2014-01-11,0.0952
2014-01-12,0.0923
2014-01-13,0.1375
2014-01-14,0.1274
2014-01-15,0.0953
2014-01-16,0.0879
2014-01-17,0.0776
2014-01-18,0.0728
2014-01-19,0.1408
2014-01-20,0.0941
2014-01-21,0.0588
2014-01-22,0.0553
2014-01-23,0.0429
2014-01-24,0.0865
2014-01-25,0.1557
2014-01-26,0.1506
2014-01-27,0.1229
2014-01-28,0.1367
2014-01-29,0.1226
2014-01-30,0.1340
2014-01-31,0.1365
2014-02-01,0.1202
2014-02-02,0.1185
2014-02-03,0.1071
2014-02-04,0.1467
2014-02-05,0.1182
2014-02-06,0.1343
2014-02-07,0.1325
2014-02-08,0.1343
2014-02-09,0.1271
2014-02-10,0.1235
2014-02-11,0.1411
2014-02-12,0.1240
2014-02-13,0.1195
2014-02-14,0.1079
2014-02-15,0.1341
2014-02-16,0.1331
2014-02-17,0.0925
2014-02-18,0.1078
2014-02-19,0.0769
2014-02-20,0.0884
2014-02-21,0.0598
2014-02-22,0.0589
2014-02-23,0.0620
2014-02-24,0.0720
2014-02-25,0.0890
2014-02-26,0.1010
2014-02-27,0.0903
2014-02-28,0.0968
2014-03-01,0.0856
2014-03-02,0.0946
2014-03-03,0.1090
2014-03-04,0.1092
2014-03-05,0.1046
2014-03-06,0.1018
2014-03-07,0.0871
2014-03-08,0.0829
2014-03-09,0.1661
2014-03-10,0.2121
2014-03-11,0.2511
2014-03-12,0.1758
2014-03-13,0.2310
2014-03-14,0.2199
2014-03-15,0.1757
2014-03-16,0.1472
2014-03-17,0.2019
2014-03-18,0.2441
2014-03-19,0.1990
2014-03-20,0.2047
2014-03-21,0.2597
2014-03-22,0.1437
2014-03-23,0.1297
2014-03-24,0.1497
2014-03-25,0.1384
2014-03-26,0.1331
2014-03-27,0.1506
2014-03-28,0.1348
2014-03-29,0.1540
2014-03-30,0.2138
2014-03-31,0.1929
2014-04-01,0.1665
2014-04-02,0.1522
2014-04-03,0.2197
2014-04-04,0.1979
2014-04-05,0.2033
2014-04-06,0.2464
2014-04-07,0.2940
2014-04-08,0.2588
2014-04-09,0.2241
2014-04-10,0.2447
2014-04-11,0.2569
2014-04-12,0.2421
2014-04-13,0.2120
2014-04-14,0.2282
2014-04-15,0.2033
2014-04-16,0.1999
2014-04-17,0.2200
2014-04-18,0.2089
2014-04-19,0.2563
2014-04-20,0.2974
2014-04-21,0.2381
2014-04-22,0.2663
2014-04-23,0.1806
2014-04-24,0.2643
2014-04-25,0.2733
2014-04-26,0.2511
2014-04-27,0.2471
2014-04-28,0.4155
2014-04-29,0.3147
2014-04-30,0.2328
2014-05-01,0.2284
2014-05-02,0.1887
2014-05-03,0.2421
2014-05-04,0.2099
2014-05-05,0.2477
2014-05-06,0.2711
2014-05-07,0.2425
2014-05-08,0.2520
2014-05-09,0.2473
2014-05-10,0.2215
2014-05-11,0.2618
2014-05-12,0.2492
2014-05-13,0.2407
2014-05-14,0.2352
2014-05-15,0.2387
2014-05-16,0.2211
2014-05-17,0.2409
2014-05-18,0.2210
2014-05-19,0.2279
2014-05-20,0.2206
2014-05-21,0.2176
2014-05-22,0.2326
2014-05-23,0.1892
2014-05-24,0.1822
2014-05-25,0.1519
2014-05-26,0.1696
2014-05-27,0.1671
2014-05-28,0.1817
2014-05-29,0.1218
2014-05-30,0.1603
2014-05-31,0.1778
2014-06-01,0.1991
2014-06-02,0.1713
2014-06-03,0.1850
2014-06-04,0.1791
2014-06-05,0.1472
2014-06-06,0.1433
2014-06-07,0.2226
2014-06-08,0.1799
2014-06-09,0.1984
2014-06-10,0.1436
2014-06-11,0.1555
2014-06-12,0.2105
2014-06-13,0.1763
2014-06-14,0.1848
2014-06-15,0.2166
2014-06-16,0.2053
2014-06-17,0.1578
2014-06-18,0.1621
2014-06-19,0.2186
2014-06-20,0.1687
2014-06-21,0.1776
2014-06-22,0.1730
2014-06-23,0.2354
2014-06-24,0.1962
2014-06-25,0.2066
2014-06-26,0.1949
2014-06-27,0.1845
2014-06-28,0.2191
2014-06-29,0.2225
2014-06-30,0.1808
2014-07-01,0.2365
2014-07-02,0.2788
2014-07-03,0.2223
2014-07-04,0.1978
2014-07-05,0.2070
2014-07-06,0.1855
2014-07-07,0.2093
2014-07-08,0.2057
2014-07-09,0.3006
2014-07-10,0.2073
2014-07-11,0.2630
2014-07-12,0.2137
2014-07-13,0.2405
2014-07-14,0.2403
2014-07-15,0.2861
2014-07-16,0.2653
2014-07-17,0.2521
2014-07-18,0.2490
2014-07-19,0.2556
2014-07-20,0.2358
2014-07-21,0.2680
2014-07-22,0.3369
2014-07-23,0.2848
2014-07-24,0.2435
2014-07-25,0.3073
2014-07-26,0.2636
2014-07-27,0.3090
2014-07-28,0.2823
2014-07-29,0.3087
2014-07-30,0.3171
2014-07-31,0.2897
2014-08-01,0.2942
2014-08-02,0.2816
2014-08-03,0.3156
2014-08-04,0.2740
2014-08-05,0.2938
2014-08-06,0.2842
2014-08-07,0.3008
2014-08-08,0.3233
2014-08-09,0.3068
2014-08-10,0.3503
2014-08-11,0.3033
2014-08-12,0.3377
2014-08-13,0.2709
2014-08-14,0.2208
2014-08-15,0.3258
2014-08-16,0.3232
2014-08-17,0.3171
2014-08-18,0.2874
2014-08-19,0.3723
2014-08-20,0.2844
2014-08-21,0.3525
2014-08-22,0.3228
2014-08-23,0.3086
2014-08-24,0.4654
2014-08-25,0.3325
2014-08-26,0.3680
2014-08-27,0.3463
2014-08-28,0.3061
2014-08-29,0.2859
2014-08-30,0.3253
2014-08-31,0.3335
2014-09-01,0.3557
2014-09-02,0.2858
2014-09-03,0.3160
2014-09-04,0.3836
2014-09-05,0.3203
2014-09-06,0.3174
2014-09-07,0.3187
2014-09-08,0.2863
2014-09-09,0.2732
2014-09-10,0.4158
2014-09-11,0.3643
2014-09-12,0.3057
2014-09-13,0.3233
2014-09-14,0.3236
2014-09-15,0.3186
2014-09-16,0.3300
2014-09-17,0.3368
2014-09-18,0.3042
2014-09-19,0.2246
2014-09-20,0.3024
2014-09-21,0.2911
2014-09-22,0.3162
2014-09-23,0.2970
2014-09-24,0.2917
2014-09-25,0.2869
2014-09-26,0.2579
2014-09-27,0.2582
2014-09-28,0.2162
2014-09-29,0.3103
2014-09-30,0.3005
2014-10-01,0.3165
2014-10-02,0.2940
2014-10-03,0.2042
2014-10-04,0.2224
2014-10-05,0.2481
2014-10-06,0.2515
2014-10-07,0.2105
2014-10-08,0.2410
2014-10-09,0.2396
2014-10-10,0.2351
2014-10-11,0.2309
2014-10-12,0.2008
2014-10-13,0.2923
2014-10-14,0.2810
2014-10-15,0.2301
2014-10-16,0.2064
2014-10-17,0.2024
2014-10-18,0.2556
2014-10-19,0.2737
2014-10-20,0.2708
2014-10-21,0.2448
2014-10-22,0.1976
2014-10-23,0.2550
2014-10-24,0.2351
2014-10-25,0.2128
2014-10-26,0.2277
2014-10-27,0.2192
2014-10-28,0.2859
2014-10-29,0.2550
2014-10-30,0.2998
2014-10-31,0.2415
2014-11-01,0.2496
2014-11-02,0.2518
2014-11-03,0.2678
2014-11-04,0.2741
2014-11-05,0.3108
2014-11-06,0.2879
2014-11-07,0.2360
2014-11-08,0.2235
2014-11-09,0.2606
2014-11-10,0.2586
2014-11-11,0.2531
2014-11-12,0.2485
2014-11-13,0.2664
2014-11-14,0.2568
2014-11-15,0.2569
2014-11-16,0.2549
2014-11-17,0.2461
2014-11-18,0.2227
2014-11-19,0.2559
2014-11-20,0.2413
2014-11-21,0.2503
2014-11-22,0.2506
2014-11-23,0.2432
2014-11-24,0.2230
2014-11-25,0.2321
2014-11-26,0.2272
2014-11-27,0.2179
2014-11-28,0.2265
2014-11-29,0.2049
2014-11-30,0.1895
2014-12-01,0.1914
2014-12-02,0.1849
2014-12-03,0.1926
2014-12-04,0.1740
2014-12-05,0.1883
2014-12-06,0.1902
2014-12-07,0.1982
2014-12-08,0.1650
2014-12-09,0.1519
2014-12-10,0.1757
2014-12-11,0.1847
2014-12-12,0.1726
2014-12-13,0.2101
2014-12-14,0.2284
2014-12-15,0.1974
2014-12-16,0.1541
2014-12-17,0.1826
2014-12-18,0.1802
2014-12-19,0.2013
2014-12-20,0.1844
2014-12-21,0.2031
2014-12-22,0.2749
2014-12-23,0.2074
2014-12-24,0.1946
2014-12-25,0.1735
2014-12-26,0.1583
2014-12-27,0.1537
2014-12-28,0.1562
2014-12-29,0.1675
2014-12-30,0.1632
2014-12-31,0.1978
2015-01-01,0.1873
2015-01-02,0.1965
2015-01-03,0.1568
2015-01-04,0.1528
2015-01-05,0.1499
2015-01-06,0.1765
2015-01-07,0.1706
2015-01-08,0.1719
2015-01-09,0.1447
2015-01-10,0.1487
2015-01-11,0.1484
2015-01-12,0.1473
2015-01-13,0.1711
2015-01-14,0.1641
2015-01-15,0.1436
2015-01-16,0.1480
2015-01-17,0.1652
2015-01-18,0.1344
2015-01-19,0.1330
2015-01-20,0.1774
2015-01-21,0.1307
2015-01-22,0.1526
2015-01-23,0.1720
2015-01-24,0.1426
2015-01-25,0.2147
2015-01-26,0.2142
2015-01-27,0.1834
2015-01-28,0.1899
2015-01-29,0.1240
2015-01-30,0.1289
2015-01-31,0.1331
2015-02-01,0.1314
2015-02-02,0.1299
2015-02-03,0.1535
2015-02-04,0.1441
2015-02-05,0.1536
2015-02-06,0.1416
2015-02-07,0.1810
2015-02-08,0.2076
2015-02-09,0.1622
2015-02-10,0.1410
2015-02-11,0.0964
2015-02-12,0.0948
2015-02-13,0.1300
2015-02-14,0.0988
2015-02-15,0.1310
2015-02-16,0.1453
2015-02-17,0.1288
2015-02-18,0.1252
2015-02-19,0.1379
2015-02-20,0.1383
2015-02-21,0.1243
2015-02-22,0.1192
2015-02-23,0.1454
2015-02-24,0.1338
2015-02-25,0.1471
2015-02-26,0.1278
2015-02-27,0.1346
2015-02-28,0.1353
2015-03-01,0.1341
2015-03-02,0.1086
2015-03-03,0.1121
2015-03-04,0.1162
2015-03-05,0.1293
2015-03-06,0.1129
2015-03-07,0.1389
2015-03-08,0.1439
2015-03-09,0.1777
2015-03-10,0.2253
2015-03-11,0.2478
2015-03-12,0.2397
2015-03-13,0.2804
2015-03-14,0.2806
2015-03-15,0.1522
2015-03-16,0.1914
2015-03-17,0.2240
2015-03-18,0.2236
2015-03-19,0.2923
2015-03-20,0.2457
2015-03-21,0.2650
2015-03-22,0.2249
2015-03-23,0.2683
2015-03-24,0.2615
2015-03-25,0.2669
2015-03-26,0.2113
2015-03-27,0.2102
2015-03-28,0.2913
2015-03-29,0.3149
2015-03-30,0.2339
2015-03-31,0.2637
2015-04-01,0.1731
2015-04-02,0.2381
2015-04-03,0.2490
2015-04-04,0.2695
2015-04-05,0.2253
2015-04-06,0.2658
2015-04-07,0.2710
2015-04-08,0.2886
2015-04-09,0.2998
2015-04-10,0.2729
2015-04-11,0.2476
2015-04-12,0.2248
2015-04-13,0.2840
2015-04-14,0.2737
2015-04-15,0.2174
2015-04-16,0.2353
2015-04-17,0.2579
2015-04-18,0.2367
2015-04-19,0.2170
2015-04-20,0.2470
2015-04-21,0.2413
2015-04-22,0.2567
2015-04-23,0.2731
2015-04-24,0.2431
2015-04-25,0.2634
2015-04-26,0.2609
2015-04-27,0.2711
2015-04-28,0.2462
2015-04-29,0.2686
2015-04-30,0.2285
2015-05-01,0.2294
2015-05-02,0.2160
2015-05-03,0.1770
2015-05-04,0.2037
2015-05-05,0.1846
2015-05-06,0.1872
2015-05-07,0.2471
2015-05-08,0.1582
2015-05-09,0.2137
2015-05-10,0.2277
2015-05-11,0.2370
2015-05-12,0.2285
2015-05-13,0.1799
2015-05-14,0.2070
2015-05-15,0.2055
2015-05-16,0.2417
2015-05-17,0.2316
2015-05-18,0.2701
2015-05-19,0.1850
2015-05-20,0.1901
2015-05-21,0.1609
2015-05-22,0.1949
2015-05-23,0.1632
2015-05-24,0.1867
2015-05-25,0.2089
2015-05-26,0.1956
2015-05-27,0.1821
2015-05-28,0.1625
2015-05-29,0.1563
2015-05-30,0.1950
2015-05-31,0.1782
2015-06-01,0.1904
2015-06-02,0.1317
2015-06-03,0.1883
2015-06-04,0.1606
2015-06-05,0.1502
2015-06-06,0.1256
2015-06-07,0.1743
2015-06-08,0.1466
2015-06-09,0.1535
2015-06-10,0.1731
2015-06-11,0.1527
2015-06-12,0.1923
2015-06-13,0.1324
2015-06-14,0.1532
2015-06-15,0.1880
2015-06-16,0.1894
2015-06-17,0.2439
2015-06-18,0.2152
2015-06-19,0.1705
2015-06-20,0.2306
2015-06-21,0.2158
2015-06-22,0.2248
2015-06-23,0.2154
2015-06-24,0.2136
2015-06-25,0.2399
2015-06-26,0.2985
2015-06-27,0.2095
2015-06-28,0.2454
2015-06-29,0.2153
2015-06-30,0.1763
2015-07-01,0.2546
2015-07-02,0.2579
2015-07-03,0.2856
2015-07-04,0.2596
2015-07-05,0.2852
2015-07-06,0.2286
2015-07-07,0.3068
2015-07-08,0.2563
2015-07-09,0.2926
2015-07-10,0.2668
2015-07-11,0.2521
2015-07-12,0.2879
2015-07-13,0.2518
2015-07-14,0.3363
2015-07-15,0.2864
2015-07-16,0.2874
2015-07-17,0.3369
2015-07-18,0.3130
2015-07-19,0.3174
2015-07-20,0.2846
2015-07-21,0.3550
2015-07-22,0.2891
2015-07-23,0.2920
2015-07-24,0.3491
2015-07-25,0.2962
2015-07-26,0.3214
2015-07-27,0.2900
2015-07-28,0.3406
2015-07-29,0.2635
2015-07-30,0.3413
2015-07-31,0.2818
2015-08-01,0.2883
2015-08-02,0.2864
2015-08-03,0.2814
2015-08-04,0.3058
2015-08-05,0.2670
2015-08-06,0.3007
2015-08-07,0.3299
2015-08-08,0.3061
2015-08-09,0.2753
2015-08-10,0.3120
2015-08-11,0.2922
2015-08-12,0.2630
2015-08-13,0.2271
2015-08-14,0.2577
2015-08-15,0.2449
2015-08-16,0.1806
2015-08-17,0.2737
2015-08-18,0.2607
2015-08-19,0.2922
2015-08-20,0.2749
2015-08-21,0.2471
2015-08-22,0.2441
2015-08-23,0.3423
2015-08-24,0.3768
2015-08-25,0.3137
2015-08-26,0.3177
2015-08-27,0.2863
2015-08-28,0.2919
2015-08-29,0.2961
2015-08-30,0.2335
2015-08-31,0.2647
2015-09-01,0.2422
2015-09-02,0.2864
2015-09-03,0.2645
2015-09-04,0.2244
2015-09-05,0.3188
2015-09-06,0.3516
2015-09-07,0.3315
2015-09-08,0.2922
2015-09-09,0.2682
2015-09-10,0.2657
2015-09-11,0.2920
2015-09-12,0.2797
2015-09-13,0.2483
2015-09-14,0.2503
2015-09-15,0.2358
